shortcode,url,type,taken_at,timestamp,views,likes,comments,duration,caption,thumbnail
DVBu7nbkcRa,https://www.instagram.com/reel/DVBu7nbkcRa/,clips,2026-02-21T16:43:37.000Z,1771692217,,3,18,,"Todo mundo começa achando que precisa saber mais, ensinar mais, provar mais...e aí descobre que nada disso é o que faz as pessoas comprarem de você.   Na internet, quando dois produtos são iguais, o mesmo preço, a mesma entrega, o que decide não é o melhor argumento, é a pessoa com quem a outra se sente mais próxima.  As pessoas não seguem currículo, seguem quem parece de verdade, quem ela se conecta genuinamente. E isso só é possível quando você tem presença, tem história e não tem medo de aparecer sendo quem é.  Esse foi apenas um trecho da palestra do Micha Menezes no ONM Ao Vivo 2025.   Aguarde...🪢",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/628958450_1376762020890569_2255384190479079523_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=MzgzNzU1NDc2NDQyMzQ4MDQxMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=z54sv960KXUQ7kNvwGVk64X&_nc_oc=Adowh_JB_CfJd0NYnsGGY07tHgHATE9u5p7C6uz1hzZFah89FHT8ywnh_4xYB6ZIO1w&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=vqgMPVM4HAn-PukCLYIc2w&_nc_ss=7a22e&oh=00_AQAdphk0EyeDtQkHY0SPocA5rUN2RHy_5EabomBHALpKog&oe=6A6588CF
DU9U6dMj4tC,https://www.instagram.com/reel/DU9U6dMj4tC/,clips,2026-02-19T23:40:11.000Z,1771544411,,831,22,,Gravar vídeo é fácil… Difícil é ser pobre,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/634583828_895053076621628_231652783022794309_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzgzNjMxNDQzNTU5ODY1MDE3OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=eZUWUP6fkW4Q7kNvwH7kSKu&_nc_oc=AdrdmLbGrJP3B8NL2eq1dPw9_Mz5RTKHX7mSl7qTHvcMDXLiE-eo1E6PBqC_zq4bNnk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=vqgMPVM4HAn-PukCLYIc2w&_nc_ss=7a22e&oh=00_AQBcekvRxxIWDGi7zAJVqyOhKqqpkWOEEeov3fbXUv38AQ&oe=6A65947B
DU8f0myldhi,https://www.instagram.com/reel/DU8f0myldhi/,clips,2026-02-19T15:56:16.000Z,1771516576,,751,32,,"O Micha tinha 20 mil alunos e descobriu na prática o que eu repito todo dia aqui: audiência não é métrica de vaidade. Audiência é redução de CAC. É vender na velocidade que você quiser. É controle sobre o próprio crescimento.  Quando ele pivotou pra criação de conteúdo nativo, o esitlo lo-fi, não foi porque perpétuo parou de funcionar. Foi porque entendeu que, sem audiência seu tráfego fica mais caro e a escala fica comprometida.  A grande lição do ""novo Micha"" foi: conteúdo que parece conversa retém mais que conteúdo que parece aula.  Se você sente que está no teto das suas vendas e da sua audiência, seu problema pode ser o alcance.  Meu nome é Natan Madeira, e todos os dias eu falo sobre tráfego, escala e construção de audiência no digital. Me segue pra mais casos reais de quem escalou crescimento.  @michamenezes #michamenezes #lofi #escala #conteudo #perpetuo",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.82787-15/632310562_18567352714033499_8709800579013533599_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzgzNjA4MDkzNzExODMyNDgzNDE4NTY3MzUyNzA4MDMzNDk5.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=5dBccD7h310Q7kNvwHdrrDy&_nc_oc=Adpkk4behFemF2AsjLZEnVCGMDoDkk00N9TrORlbI62iFVq6kL0jFmKaXvdC4L0O72c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=vqgMPVM4HAn-PukCLYIc2w&_nc_ss=7a22e&oh=00_AQDXZInOx-xDAFsif7ZQbEsKPIDUhKwSbms_VXZK6yWAVg&oe=6A658EA3
DU8XO2dDfq8,https://www.instagram.com/reel/DU8XO2dDfq8/,clips,2026-02-19T14:40:38.000Z,1771512038,,1045,47,,Que tipo de conteúdo atrai cliente rico pro seu perfil? #conteudo,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/640230418_1496520388587240_5664041185402627445_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzgzNjA0MzE1ODIyNDc2MzU4MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=C9Wqt3a8W7gQ7kNvwFKqGyT&_nc_oc=AdqzXd4MiYvgg47_Q8QOsio-Xn6uotKD5enUCqa0wja49Ki3R8WozXfQv70vEcTny6c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=vqgMPVM4HAn-PukCLYIc2w&_nc_ss=7a22e&oh=00_AQDFehHrh01wwWZ2Th-sDejrASPRkEF0yUBZ4kCH0_22aw&oe=6A65B4D5
DU6nvACDy2T,https://www.instagram.com/reel/DU6nvACDy2T/,clips,2026-02-18T22:26:26.000Z,1771453586,,344,14,,Gravidez na adolescência  Lições da Vida depois dos 34 anos - Lição 7,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/632351708_1408476224356443_6551980495441354121_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=106&ig_cache_key=MzgzNTU1Mjc4NjMyMzI4NzQ0Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=BKsDnsHMCNgQ7kNvwEYfErI&_nc_oc=AdqVTMTgbzFf4ErxZuq2WXNXXKjRrTK3pzg4iqZOuYBISIfdpGQMSM_5FOLXAC1LN6w&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=vqgMPVM4HAn-PukCLYIc2w&_nc_ss=7a22e&oh=00_AQACMTAPddDHhY-OCnKp7ShqOp8Oa95WbsQJ8E7bXmHpFg&oe=6A6596A8
DU3N_zKDWTG,https://www.instagram.com/reel/DU3N_zKDWTG/,clips,2026-02-17T14:43:59.000Z,1771339439,,279,14,,"Depois dos 34 anos, não dá pra dormir tarde mais  Lições da vida depois dos 34 anos - Lição 5",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/632460856_798195559990098_3037962070149632436_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=MzgzNDU5NTE2NjU5MDQyODM1OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=g-O5XGangdoQ7kNvwFJVEGE&_nc_oc=Adocx0FAOmACDNY3wmuuVkiNasEiausxRgu7wOriOiMbfl12m5oJmJ1otvZZTUFpNMk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=vqgMPVM4HAn-PukCLYIc2w&_nc_ss=7a22e&oh=00_AQArkZblq170Lj_Xd8hG6Sj3xn2AW20UpNjH9FH4WFRyZg&oe=6A658635
DU0oMbEDcUO,https://www.instagram.com/reel/DU0oMbEDcUO/,clips,2026-02-16T14:35:24.000Z,1771252524,,438,21,,"Depois dos 34 anos, a gente precisa é de amizades de baixa manutenção   Lições da vida depois dos 34 anos - Lição 4",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/631664790_1409970270248852_2051177579227402387_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=MzgzMzg2NTk1ODM1MjM0MDIzOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=QUKCk6-knaUQ7kNvwGO1sCc&_nc_oc=AdpQ9rGG734yrb5zLBijO6iQgMtsq4pfHd133q43i5WV5dPkXMWbSZGQa5RCWGdvXgQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQAh_Y1Pyj5Jl_zL2-Aat8ce12EIkWeljPYWBHfE46BPag&oe=6A658DAE
DUyCzBBjfkM,https://www.instagram.com/reel/DUyCzBBjfkM/,clips,2026-02-15T14:29:37.000Z,1771165777,,221,5,,"Depois dos 34 anos, a gente engorda atoa  7 lições da vida depois dos 34 anos - Lição 3",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/626295459_3295660257263487_4759931978922529227_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzgzMzEzODUzNDczMTg3MjUyNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=cLF-H6Y-ES0Q7kNvwEQjTl5&_nc_oc=AdoK89ZXzIUd7gyejetcETh0bGk8wvDFhyxaKClFi1aZh4rnoSOhaKCb8Twxktc-TIw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQA5fRc_C0gCon4h0eKGUIZAkh1gUwmCS6xj-iLW90mLyg&oe=6A65887D
DUx_YYDDZXg,https://www.instagram.com/reel/DUx_YYDDZXg/,clips,2026-02-15T13:59:49.000Z,1771163989,,380,29,,Começando o ano mais fácil da minha vida 🎈,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/633648065_1495535615336926_6185481150683529943_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=MzgzMzEyMzUwOTg4NzY2OTcyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=oGbOTKrGurYQ7kNvwFOadk8&_nc_oc=AdqAFt6oizyBPnq1O1lfqVV6T9KOw5PR01DHNI7osVmlb0mgOEqineyV_rWQtX6pqJY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQAdTUTprFSgNelGxG-xCLkskhg_Z9D1wLQ-9RReQ4VC1w&oe=6A659D1C
DUx6pJmjwG5,https://www.instagram.com/reel/DUx6pJmjwG5/,clips,2026-02-15T13:18:52.000Z,1771161532,,1036,43,,Obrigado meu Deus por tanto ❤️,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/636682802_1244282700959845_6917681474391187826_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzgzMzEwMjY3MjM3NTc3NTY3Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=8SWlX1WDjxQQ7kNvwG7Y786&_nc_oc=AdofMfeHJku-o2xVoNlZ4sDbOYjEGhgoLCzf_ZHY8aYuP4ebhR2omZyQkx08Qg5FAl0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQB8JhxCZcx5QLUM-zGwBrnbCg7biCJUYzh6AYsW6n3oSg&oe=6A65A1F0
DUvXjYlDxzk,https://www.instagram.com/reel/DUvXjYlDxzk/,clips,2026-02-14T13:34:30.000Z,1771076070,,497,32,,Depois dos 34 não dá pra jantar muito tarde.  Lição 2 - 7 lições da vida depois dos 34 anos,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/632167237_1417916826463089_3285060990983376401_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzgzMjM4NTM5NDU1ODU3Mzc5Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=isYI-bqtJIgQ7kNvwFHlYS3&_nc_oc=AdrbHyWhcBvopy3fBwx3XNDQWdhukqI3mFMyCRucyAkACcia8ar9_wu6rp1JcWAzKQg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQDf0DYgRNt9hGxMLtoXn4bz1RgFcRgawqPH0qhY23bRBA&oe=6A6586EF
DUs7aMSDVXR,https://www.instagram.com/reel/DUs7aMSDVXR/,clips,2026-02-13T14:49:00.000Z,1770994140,,315,37,,Festa tem que ter lugar de sentar 7 lições da vida depois dos 34 anos - Lição 1,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/634658977_891990543642920_8235453554385274334_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=MzgzMTY5ODY2NzYyMzc2NTQ1Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=TESbPv5PgoIQ7kNvwFxkIRL&_nc_oc=AdpZAv_x0jf65EE3Hcz-r-2EsqglcdtYr5dPSqzkGJa6gQ4FBXEDkCqJovsvlZYpMTU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQBlqFWJw4aO1SnAAL5R6HhWsIiO2DJX3sKDHHlajbdTEA&oe=6A65866B
DUswQVeEfw-,https://www.instagram.com/reel/DUswQVeEfw-/,clips,2026-02-13T13:11:30.000Z,1770988290,,112,11,,"E assim foi o encontro do nosso Mastermind Orion Pra fazer parte desta família, precisa ter um negócio que faz pelo menos 1 milhão por ano",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/632557063_1932025987404611_8640047972036377463_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=106&ig_cache_key=MzgzMTY0OTYxMTc4MjY4MzcxMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=JA_QzzfnZz4Q7kNvwGi-bmU&_nc_oc=AdrYRU6W6uKJdVqpw4x7px4j7vlKghl6WhR8WzYqLcI-Yivxg_t1pT6gB8e6wf_F7-U&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQDhcg3_7LxHw4UlZJ3_1jy85AM1aAO2ODcmMm4hFQ5wag&oe=6A659676
DUn9-OXEVIZ,https://www.instagram.com/reel/DUn9-OXEVIZ/,clips,2026-02-11T16:35:09.000Z,1770827709,,77484,1522,,"Toda mulher que mora junto, sente a frustração de não ser pedida em casamento 😢",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/629997469_908268071615648_677813781693169768_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzgzMDMwMjU2NDk2NjAyNzgwMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=A0cgjtroqNwQ7kNvwHY4F9K&_nc_oc=AdrCiheW1-zLsxNAUCFUpoC6tNtaMT_BAtW2JAxmAo7Eabf2ljiR_fbiurhWUOinX1Q&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=n3_JrThfP1VqgzwQDLlZGg&_nc_ss=7a22e&oh=00_AQD4JVgCZXUxjARznQTMdpInffQ4JkG8tfrZNmGejBJOlQ&oe=6A65AD91
DUjB14ADzRs,https://www.instagram.com/reel/DUjB14ADzRs/,clips,2026-02-09T18:32:41.000Z,1770661961,,14909,576,,"Tarefas que você deveria ter feito hoje, se quisesse crescer e vender no seu perfil",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/629841022_33787291880919238_4627033684232747986_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzgyODkxMjIwODUwNDM3MDI4NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=b7Mz_MjdcagQ7kNvwHIwVJa&_nc_oc=AdrPoo61gByRse0Zz1rQVC_-LjmVIMlkGkcjpUPbZIBbg6r5PNOI6CVi4I2J-CJjbAs&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=9g_45_0b6aC3KCuwkBIj8g&_nc_ss=7a22e&oh=00_AQD8URvYfGTZJLvl1G5llPbjXENSTaLSOljMU4dFuKe67w&oe=6A65972C
DUiV5H9jwGO,https://www.instagram.com/reel/DUiV5H9jwGO/,clips,2026-02-09T12:10:23.000Z,1770639023,,504,33,,"Já parou pra pensar que não é o algoritmo, não é o shadow ban, é o seu conteúdo que é ruim mesmo?   Você esqueceu que estamos em uma rede social, e com isso quer ficar ensinando o tempo todo.  Meu perfil só começou a crescer de verdade e vender muito mais, depois que eu entendi que preciso ensinar menos e me conectar mais.",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/630113913_1579491996675218_8099669046648992776_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzgyODcxODkxNzc1NDIyNTAzOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=0V0ZJc8K28oQ7kNvwFNK2GE&_nc_oc=Adq_VSusZxPnC1nQ0hBpGIRp5W9EylDB4lJzp3vhQ5SlF7bufnI6-6yAQTSNtFX3SFI&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=9g_45_0b6aC3KCuwkBIj8g&_nc_ss=7a22e&oh=00_AQCuDPenO2k5stftVOSJwzdsLYoNzssB5fam_-hHau5jsg&oe=6A65BA60
DUbkBnpkdTJ,https://www.instagram.com/reel/DUbkBnpkdTJ/,clips,2026-02-06T20:57:22.000Z,1770411442,,91,17,,"Bora fazer desse ano O MAIS FÁCIL DA SUA VIDA?   @michamenezes é nosso primeiro palestrante surpresa!! 😎  Micha está no mercado digital desde 2016. Foi responsável por desenvolver a estratégia de conteúdo e vendas online de grandes perfis como Mamãe Sarada, Lana Pessoa, Gkay, Desinchá e também do seu próprio perfil.  Com mais de 49 mil alunos espalhados por 50 países, Micha defende a nova estratégia de crescimento de perfil usando o estilo Lo-fi. Que é o conteúdo leve e autêntico, queridinho do algoritmo. 🚀  O objetivo do Micha não é te ensinar a viralizar a todo custo, mas te ajudar a crescer o seu perfil de forma consciente e acelerada, atraindo os seguidores certos para o seu perfil.  Quer estar com a gente no evento presencial CAPITAL DA ATENÇÃO dias 13 e 14 de março?! 😱  Comenta CAPITAL que vou te mandar mais informações!👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/627642320_4392544800981623_7953987250906148838_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MzgyNjgxMDc0OTM0ODU5ODk4NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=s1g1skOWkkcQ7kNvwHbI7Ca&_nc_oc=Adr8SOEtB8rfBAHwaIZED9DfheDtHJJ0JACvTrD4h8ZmW8e9HPMpN2eqVH13dOqp9bQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=7jjWsZcfLFMybM_sKZt1fQ&_nc_ss=7a22e&oh=00_AQCpr-0ZwJE1rS29iwAGPF3Nu4KwgG6k0IcYznOGjbhU9Q&oe=6A65A96A
DUbCozujxYl,https://www.instagram.com/reel/DUbCozujxYl/,clips,2026-02-06T16:06:22.000Z,1770393982,,51,4,,"Depois de 40 minutos, saiu o vencedor 🤣 ORION SUMMER",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/626265211_1599553474690510_4329298453354061717_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzgyNjY2MzkwODc5NTQyMjI0NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=TcM_2GwyqVIQ7kNvwGSzKRB&_nc_oc=AdrEDPUFwvVeody5B_NDiuXNSWKa0-vC57SvackE2zFmrUU-GrI-_L9lri2ig2rfXIE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=7jjWsZcfLFMybM_sKZt1fQ&_nc_ss=7a22e&oh=00_AQBc4vZnfD5BddxMYgoEbHGYhWSA_-E1WGVo2tyhKKDD-Q&oe=6A65B22A
DUa_X5AjWMf,https://www.instagram.com/reel/DUa_X5AjWMf/,clips,2026-02-06T15:39:17.000Z,1770392357,,98,7,,Sabotaram o Karaokê  ORION SUMMER,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/629082955_1408152883972472_6362589939566301400_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=MzgyNjY0OTU1MjA5NTM3MjA2Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=85Z88teV81YQ7kNvwHC-YlM&_nc_oc=Adr9-ZLABty70uPQV8lRR34j8B8m7Fmx-86jPHm7ATIJ890tZcsvCQH4B_FrMClD6zU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=7jjWsZcfLFMybM_sKZt1fQ&_nc_ss=7a22e&oh=00_AQCiFgY0A5zR3n4OwAkKBtgrbz7Bli9h4kXUvucB9n5bnA&oe=6A659326
DUa-nHgjX0O,https://www.instagram.com/reel/DUa-nHgjX0O/,clips,2026-02-06T15:37:21.000Z,1770392241,,63,6,,Um no Tom e outro no Jerry  ORION SUMMER,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/628001468_1599918491205807_946048392131462627_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzgyNjY0NjIwMDQxMDI3NTA4Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=eE1Wr3YsHqkQ7kNvwFdzahi&_nc_oc=AdoFDGsg3MSh1YzIPZfqrncN8FGxD0ZpzCQHsX4-hq1xXhE-sh-9_x37OS5eo61XnHw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=7jjWsZcfLFMybM_sKZt1fQ&_nc_ss=7a22e&oh=00_AQC6DLxx_r3VEibJWoY_H3lRtsf_cDyTrtv4c50K19YKAw&oe=6A65A341
DUa-VrtjV9w,https://www.instagram.com/reel/DUa-VrtjV9w/,clips,2026-02-06T15:28:25.000Z,1770391705,,97,4,,O CAOS que foi o Karaokê do meu mastermind 🤣,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/626264708_2340977116327943_1930255298621927781_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzgyNjY0NTAwMjMzMjQ5NTcyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=qwnSRueIDT0Q7kNvwEEz4nm&_nc_oc=Adq5z1ix9AdTgDpvZjJ2Tep5bLXf9r0QonUev1rrfXAS1b-n-YTTyTktIz8uMekLhxs&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=7jjWsZcfLFMybM_sKZt1fQ&_nc_ss=7a22e&oh=00_AQBHb9n_V3FGNBQeAdR1TJ8mZ6wMWgAzjoZiiPcA57iqNQ&oe=6A65B7FA
